Codigo,Componente,Nombre_Componente
39552,39799,LAMINADO 157MM PP PERLADO SAMSON
39552,CPS0019,CONSUMO DE LAMINADO
39557,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39557,CPS0019,CONSUMO DE LAMINADO
39560,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39560,CPS0019,CONSUMO DE LAMINADO
39563,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39563,CPS0019,CONSUMO DE LAMINADO
39566,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39566,CPS0019,CONSUMO DE LAMINADO
39567,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39567,CPS0019,CONSUMO DE LAMINADO
39568,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39568,CPS0019,CONSUMO DE LAMINADO
39569,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39569,CPS0019,CONSUMO DE LAMINADO
39575,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39575,CPS0019,CONSUMO DE LAMINADO
39578,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39578,CPS0019,CONSUMO DE LAMINADO
39583,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39583,CPS0019,CONSUMO DE LAMINADO
39587,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39587,CPS0019,CONSUMO DE LAMINADO
39588,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39588,CPS0019,CONSUMO DE LAMINADO
39589,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39589,CPS0019,CONSUMO DE LAMINADO
39590,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39590,CPS0019,CONSUMO DE LAMINADO
39591,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39591,CPS0019,CONSUMO DE LAMINADO
39592,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39592,CPS0019,CONSUMO DE LAMINADO
39593,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39593,CPS0019,CONSUMO DE LAMINADO
39617,39799,LAMINADO 157MM PP PERLADO SAMSON
39617,CPS0019,CONSUMO DE LAMINADO
39618,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39618,CPS0019,CONSUMO DE LAMINADO
39622,39370,LAMINADO 135MM PAPEL BLANCO S.BRILLO 80 AP904 GL60
39622,CPS0019,CONSUMO DE LAMINADO
39625,39370,LAMINADO 135MM PAPEL BLANCO S.BRILLO 80 AP904 GL60
39625,CPS0019,CONSUMO DE LAMINADO
39630,39370,LAMINADO 135MM PAPEL BLANCO S.BRILLO 80 AP904 GL60
39630,CPS0019,CONSUMO DE LAMINADO
39631,39370,LAMINADO 135MM PAPEL BLANCO S.BRILLO 80 AP904 GL60
39631,CPS0019,CONSUMO DE LAMINADO
39642,39650,LAMINADO 260MM PAPEL SEMIBRILLO
39642,CPS0019,CONSUMO DE LAMINADO
39644,39799,LAMINADO 157MM PP PERLADO SAMSON
39644,CPS0019,CONSUMO DE LAMINADO
39656,39799,LAMINADO 157MM PP PERLADO SAMSON
39656,CPS0019,CONSUMO DE LAMINADO
39657,39799,LAMINADO 157MM PP PERLADO SAMSON
39657,CPS0019,CONSUMO DE LAMINADO
39661,302,LAMINADO 160MM PAPEL BLANCO S.BRILLO 80G/AF1000/LN52M
39661,CPS0019,CONSUMO DE LAMINADO
39663,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39663,CPS0019,CONSUMO DE LAMINADO
39665,39799,LAMINADO 157MM PP PERLADO SAMSON
39665,CPS0019,CONSUMO DE LAMINADO
39666,719,LAMINADO 100MM PAPEL BLANCO SEMIBRILLO RI
39666,CPS0019,CONSUMO DE LAMINADO
39668,CPS0019,CONSUMO DE LAMINADO
39668,45051,LAMINADO 330MM PAPEL TRANSFER TT64/PH
39678,CPS0019,CONSUMO DE LAMINADO
39678,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39679,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39679,CPS0019,CONSUMO DE LAMINADO
39680,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39680,CPS0019,CONSUMO DE LAMINADO
39683,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39683,CPS0019,CONSUMO DE LAMINADO
39684,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39684,CPS0019,CONSUMO DE LAMINADO
39707,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
39707,CPS0019,CONSUMO DE LAMINADO
39708,39682,LAMINADO 200MM BOPP PERLADO( 07358 ) RI 757/PR SK 60 AP901
39708,CPS0019,CONSUMO DE LAMINADO
39710,39682,LAMINADO 200MM BOPP PERLADO( 07358 ) RI 757/PR SK 60 AP901
39710,CPS0019,CONSUMO DE LAMINADO
39713,39799,LAMINADO 157MM PP PERLADO SAMSON
39713,CPS0019,CONSUMO DE LAMINADO
39718,36789,LAMINADO 153MM TERMICO PROTEGIDO ADC 1000
39718,CPS0019,CONSUMO DE LAMINADO
39719,39799,LAMINADO 157MM PP PERLADO SAMSON
39719,CPS0019,CONSUMO DE LAMINADO
39720,39799,LAMINADO 157MM PP PERLADO SAMSON
39720,CPS0019,CONSUMO DE LAMINADO
39721,39799,LAMINADO 157MM PP PERLADO SAMSON
39721,CPS0019,CONSUMO DE LAMINADO
39724,39799,LAMINADO 157MM PP PERLADO SAMSON
39724,CPS0019,CONSUMO DE LAMINADO
39726,39799,LAMINADO 157MM PP PERLADO SAMSON
39726,CPS0019,CONSUMO DE LAMINADO
39739,303,LAMINADO 160MM PAPEL BLANCO S.BRILLO ADC230/GL52M
39739,CPS0019,CONSUMO DE LAMINADO
39741,39219,LAMINADO 265MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39741,CPS0019,CONSUMO DE LAMINADO
39744,39799,LAMINADO 157MM PP PERLADO SAMSON
39744,CPS0019,CONSUMO DE LAMINADO
39747,CPS0019,CONSUMO DE LAMINADO
39747,461,LAMINADO 157MM BOPP TRANSPARENTE
39748,18387,LAMINADO 111MM PAPEL BLANCO S.BRILLO AF1000
39748,CPS0019,CONSUMO DE LAMINADO
39751,44626,LAMINADO 110MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
39751,CPS0019,CONSUMO DE LAMINADO
39765,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39765,CPS0019,CONSUMO DE LAMINADO
39766,43264,LAMINADO 160MM PAPEL SEMIBRILLO 80/P ARC
39766,CPS0019,CONSUMO DE LAMINADO
39771,39799,LAMINADO 157MM PP PERLADO SAMSON
39771,CPS0019,CONSUMO DE LAMINADO
39772,39799,LAMINADO 157MM PP PERLADO SAMSON
39772,CPS0019,CONSUMO DE LAMINADO
39773,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
39773,CPS0019,CONSUMO DE LAMINADO
39774,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
39774,CPS0019,CONSUMO DE LAMINADO
39777,39682,LAMINADO 200MM BOPP PERLADO( 07358 ) RI 757/PR SK 60 AP901
39777,CPS0019,CONSUMO DE LAMINADO
39778,39220,LAMINADO 205MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39778,CPS0019,CONSUMO DE LAMINADO
39779,39682,LAMINADO 200MM BOPP PERLADO( 07358 ) RI 757/PR SK 60 AP901
39779,CPS0019,CONSUMO DE LAMINADO
39797,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39797,CPS0019,CONSUMO DE LAMINADO
39798,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39798,CPS0019,CONSUMO DE LAMINADO
39830,39170,LAMINADO 200MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39830,CPS0019,CONSUMO DE LAMINADO
39831,39170,LAMINADO 200MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39831,CPS0019,CONSUMO DE LAMINADO
39836,39170,LAMINADO 200MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39836,CPS0019,CONSUMO DE LAMINADO
39845,39799,LAMINADO 157MM PP PERLADO SAMSON
39845,CPS0019,CONSUMO DE LAMINADO
39846,39799,LAMINADO 157MM PP PERLADO SAMSON
39846,CPS0019,CONSUMO DE LAMINADO
39847,39805,LAMINADO 230MM PAPEL SEMIBRILLO  80 GR 6770 AP904 RI
39847,CPS0019,CONSUMO DE LAMINADO
39855,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39855,CPS0019,CONSUMO DE LAMINADO
39856,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39856,CPS0019,CONSUMO DE LAMINADO
39871,39882,LAMINADO 111MM SEGURIDAD VOID
39871,CPS0019,CONSUMO DE LAMINADO
39900,39799,LAMINADO 157MM PP PERLADO SAMSON
39900,CPS0019,CONSUMO DE LAMINADO
39904,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
39904,CPS0019,CONSUMO DE LAMINADO
39905,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39905,CPS0019,CONSUMO DE LAMINADO
39908,39799,LAMINADO 157MM PP PERLADO SAMSON
39908,CPS0019,CONSUMO DE LAMINADO
39909,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
39909,CPS0019,CONSUMO DE LAMINADO
39925,39682,LAMINADO 200MM BOPP PERLADO( 07358 ) RI 757/PR SK 60 AP901
39925,CPS0019,CONSUMO DE LAMINADO
39933,39307,LAMINADO 275MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39933,CPS0019,CONSUMO DE LAMINADO
39934,CPS0019,CONSUMO DE LAMINADO
39934,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
39935,CPS0019,CONSUMO DE LAMINADO
39935,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39936,302,LAMINADO 160MM PAPEL BLANCO S.BRILLO 80G/AF1000/LN52M
39936,CPS0019,CONSUMO DE LAMINADO
39942,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39942,CPS0019,CONSUMO DE LAMINADO
39943,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39943,CPS0019,CONSUMO DE LAMINADO
39944,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39944,CPS0019,CONSUMO DE LAMINADO
39945,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39945,CPS0019,CONSUMO DE LAMINADO
39946,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39946,CPS0019,CONSUMO DE LAMINADO
39948,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39948,CPS0019,CONSUMO DE LAMINADO
39949,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39949,CPS0019,CONSUMO DE LAMINADO
39950,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39950,CPS0019,CONSUMO DE LAMINADO
39951,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39951,CPS0019,CONSUMO DE LAMINADO
39952,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39952,CPS0019,CONSUMO DE LAMINADO
39953,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39953,CPS0019,CONSUMO DE LAMINADO
39954,39885,LAMINADO 265MM BOPP BLANCO CORONA 60M/ADC 210/GL 52M
39954,CPS0019,CONSUMO DE LAMINADO
39955,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39955,CPS0019,CONSUMO DE LAMINADO
39956,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39956,CPS0019,CONSUMO DE LAMINADO
39957,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39957,CPS0019,CONSUMO DE LAMINADO
39958,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39958,CPS0019,CONSUMO DE LAMINADO
39959,38774,LAMINADO 265MM PP TRANSP. 50TC S0208 BG62B
39959,CPS0019,CONSUMO DE LAMINADO
39960,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39960,CPS0019,CONSUMO DE LAMINADO
39961,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39961,CPS0019,CONSUMO DE LAMINADO
39962,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39962,CPS0019,CONSUMO DE LAMINADO
39963,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39963,CPS0019,CONSUMO DE LAMINADO
39964,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39964,CPS0019,CONSUMO DE LAMINADO
39966,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39966,CPS0019,CONSUMO DE LAMINADO
39967,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39967,CPS0019,CONSUMO DE LAMINADO
39968,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
39968,CPS0019,CONSUMO DE LAMINADO
39969,18387,LAMINADO 111MM PAPEL BLANCO S.BRILLO AF1000
39969,CPS0019,CONSUMO DE LAMINADO
39971,45856,LAMINADO 330MM PAPEL SEMIBRILLO 6770 80 GR AP 904 RI
39971,CPS0019,CONSUMO DE LAMINADO
39978,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
39978,CPS0019,CONSUMO DE LAMINADO
39987,39799,LAMINADO 157MM PP PERLADO SAMSON
39987,CPS0019,CONSUMO DE LAMINADO
39988,39799,LAMINADO 157MM PP PERLADO SAMSON
39988,CPS0019,CONSUMO DE LAMINADO
39989,CPS0019,CONSUMO DE LAMINADO
39989,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39992,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
39992,CPS0019,CONSUMO DE LAMINADO
39993,39799,LAMINADO 157MM PP PERLADO SAMSON
39993,CPS0019,CONSUMO DE LAMINADO
39994,39306,LAMINADO 250MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
39994,CPS0019,CONSUMO DE LAMINADO
40005,39170,LAMINADO 200MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
40005,CPS0019,CONSUMO DE LAMINADO
40028,39170,LAMINADO 200MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
40028,CPS0019,CONSUMO DE LAMINADO
40030,39799,LAMINADO 157MM PP PERLADO SAMSON
40030,CPS0019,CONSUMO DE LAMINADO
40036,39799,LAMINADO 157MM PP PERLADO SAMSON
40036,CPS0019,CONSUMO DE LAMINADO
40044,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
40044,CPS0019,CONSUMO DE LAMINADO
40047,CPS0019,CONSUMO DE LAMINADO
40047,57844,LAMINADO 330MM PAPEL SEMIBRILLO L80 -P - G60 AR
40060,40145,LAMINADO 180MM SEMIBRILLO FRIO
40060,CPS0019,CONSUMO DE LAMINADO
40070,39799,LAMINADO 157MM PP PERLADO SAMSON
40070,CPS0019,CONSUMO DE LAMINADO
40071,39799,LAMINADO 157MM PP PERLADO SAMSON
40071,CPS0019,CONSUMO DE LAMINADO
40078,36705,LAMINADO 110MM FOAMTAC II AD
40078,CPS0019,CONSUMO DE LAMINADO
40080,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40080,CPS0019,CONSUMO DE LAMINADO
40081,CPS0019,CONSUMO DE LAMINADO
40081,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40082,39799,LAMINADO 157MM PP PERLADO SAMSON
40082,CPS0019,CONSUMO DE LAMINADO
40083,277,LAMINADO 157MM BOPP BCO BTE 60M/AF1000/GL52M
40083,CPS0019,CONSUMO DE LAMINADO
40084,39370,LAMINADO 135MM PAPEL BLANCO S.BRILLO 80 AP904 GL60
40084,CPS0019,CONSUMO DE LAMINADO
40085,40033,LAMINADO 166MM POLIETILENO BLANCO
40085,40039,LAMINADO CINTA P/LAMINAR  PP TRANSP. 160MM OLPP24-B-1500
40085,CPS0019,CONSUMO DE LAMINADO
40086,40032,LAMINADO 166MM BOPP BLANCO
40086,40039,LAMINADO CINTA P/LAMINAR  PP TRANSP. 160MM OLPP24-B-1500
40086,CPS0019,CONSUMO DE LAMINADO
40104,39799,LAMINADO 157MM PP PERLADO SAMSON
40104,CPS0019,CONSUMO DE LAMINADO
40107,CPS0019,CONSUMO DE LAMINADO
40107,58944,LAMINADO 100MM PAPEL TRANSFER PH G58 TT62 ARC
40108,48442,LAMINADO 100MM PAPEL TRANSFER TT64/PH
40108,CPS0019,CONSUMO DE LAMINADO
40109,CPS0019,CONSUMO DE LAMINADO
40109,56577,LAMINADO 330MM PAPEL TRANSFER TOP PREMIUM F01212B AVERY
40131,39799,LAMINADO 157MM PP PERLADO SAMSON
40131,CPS0019,CONSUMO DE LAMINADO
40132,39799,LAMINADO 157MM PP PERLADO SAMSON
40132,CPS0019,CONSUMO DE LAMINADO
40133,39799,LAMINADO 157MM PP PERLADO SAMSON
40133,CPS0019,CONSUMO DE LAMINADO
40134,39799,LAMINADO 157MM PP PERLADO SAMSON
40134,CPS0019,CONSUMO DE LAMINADO
40136,39799,LAMINADO 157MM PP PERLADO SAMSON
40136,CPS0019,CONSUMO DE LAMINADO
40137,39799,LAMINADO 157MM PP PERLADO SAMSON
40137,CPS0019,CONSUMO DE LAMINADO
40158,732,LAMINADO 111MM BOPP BCO OPACO 60M/AF1000/GL52M
40158,CPS0019,CONSUMO DE LAMINADO
40159,724,LAMINADO 125MM PAPEL TERMICO
40159,CPS0019,CONSUMO DE LAMINADO
40193,40208,LAMINADO 160MM POLIETILENO BLANCO
40193,CPS0019,CONSUMO DE LAMINADO
40194,40208,LAMINADO 160MM POLIETILENO BLANCO
40194,CPS0019,CONSUMO DE LAMINADO
40210,33782,LAMINADO 111MM PP BLANCO MATE 60TC/C2075 F8212B
40210,CPS0019,CONSUMO DE LAMINADO
40275,18387,LAMINADO 111MM PAPEL BLANCO S.BRILLO AF1000
40275,CPS0019,CONSUMO DE LAMINADO
40314,38978,LAMINADO 333MM PP TRANSPARENTE 50TC S0208 BG62B
40314,CPS0019,CONSUMO DE LAMINADO
40318,39799,LAMINADO 157MM PP PERLADO SAMSON
40318,CPS0019,CONSUMO DE LAMINADO
40363,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40363,CPS0019,CONSUMO DE LAMINADO
40364,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40364,CPS0019,CONSUMO DE LAMINADO
40365,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40365,CPS0019,CONSUMO DE LAMINADO
40366,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40366,CPS0019,CONSUMO DE LAMINADO
40367,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40367,CPS0019,CONSUMO DE LAMINADO
40379,39799,LAMINADO 157MM PP PERLADO SAMSON
40379,CPS0019,CONSUMO DE LAMINADO
40385,39799,LAMINADO 157MM PP PERLADO SAMSON
40385,CPS0019,CONSUMO DE LAMINADO
40386,CPS0019,CONSUMO DE LAMINADO
40386,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40387,39799,LAMINADO 157MM PP PERLADO SAMSON
40387,CPS0019,CONSUMO DE LAMINADO
40415,44626,LAMINADO 110MM PPDL54P4 OPTIMA MATE AF1000 G60 ARC
40415,CPS0019,CONSUMO DE LAMINADO
40419,40039,LAMINADO CINTA P/LAMINAR  PP TRANSP. 160MM OLPP24-B-1500
40419,40208,LAMINADO 160MM POLIETILENO BLANCO
40419,CPS0019,CONSUMO DE LAMINADO
40431,39799,LAMINADO 157MM PP PERLADO SAMSON
40431,CPS0019,CONSUMO DE LAMINADO
40432,39799,LAMINADO 157MM PP PERLADO SAMSON
40432,CPS0019,CONSUMO DE LAMINADO
40433,39799,LAMINADO 157MM PP PERLADO SAMSON
40433,CPS0019,CONSUMO DE LAMINADO
40480,732,LAMINADO 111MM BOPP BCO OPACO 60M/AF1000/GL52M
40480,CPS0019,CONSUMO DE LAMINADO
40482,CPS0019,CONSUMO DE LAMINADO
40482,86,LAMINADO SINCLAIR 17681 157MM TYPE 31
40484,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40484,CPS0019,CONSUMO DE LAMINADO
40485,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40485,CPS0019,CONSUMO DE LAMINADO
40486,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40486,CPS0019,CONSUMO DE LAMINADO
40487,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40487,CPS0019,CONSUMO DE LAMINADO
40488,40383,LAMINADO 300MM BOPP BLANCO (RITRAMA 07864)
40488,CPS0019,CONSUMO DE LAMINADO
40499,40508,LAMINADO 330MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
40499,CPS0019,CONSUMO DE LAMINADO
40501,18387,LAMINADO 111MM PAPEL BLANCO S.BRILLO AF1000
40501,CPS0019,CONSUMO DE LAMINADO
40505,39799,LAMINADO 157MM PP PERLADO SAMSON
40505,CPS0019,CONSUMO DE LAMINADO
40506,39799,LAMINADO 157MM PP PERLADO SAMSON
40506,CPS0019,CONSUMO DE LAMINADO
40507,39799,LAMINADO 157MM PP PERLADO SAMSON
40507,CPS0019,CONSUMO DE LAMINADO
40509,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
40509,CPS0019,CONSUMO DE LAMINADO
40510,40500,LAMINADO 160MM BOPP  BLACO. 60 UTC RI 707/BL 8065 EXACTO
40510,CPS0019,CONSUMO DE LAMINADO
40511,CPS0019,CONSUMO DE LAMINADO
40511,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40512,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40512,CPS0019,CONSUMO DE LAMINADO
40517,CPS0019,CONSUMO DE LAMINADO
40517,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40518,38608,LAMINADO 110MM HG FASCOVER AT20 7636
40518,CPS0019,CONSUMO DE LAMINADO
40522,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40522,CPS0019,CONSUMO DE LAMINADO
40531,40528,LAMINADO 160MM BOPP  BLANCO PERLADO BRILLANTE 60 M/AP901/GL 62M
40531,CPS0019,CONSUMO DE LAMINADO
40532,40528,LAMINADO 160MM BOPP  BLANCO PERLADO BRILLANTE 60 M/AP901/GL 62M
40532,CPS0019,CONSUMO DE LAMINADO
40535,40519,LAMINADO 330MM PP BLANCO 40M (COD.RIT. 08731)
40535,40520,LAMINADO CINTA P/LAMINAR  PP TRANSP. 315MM
40535,CPS0019,CONSUMO DE LAMINADO
40592,CPS0019,CONSUMO DE LAMINADO
40592,51656,LAMINADO 110MM PPDL54P4 OPTIMA MATE 2 G60 MIC
40596,713,LAMINADO 111MM PAPEL BLANCO S.BRILLO FRIO 80G/ADC1000/GL52M
40596,CPS0019,CONSUMO DE LAMINADO
40601,40599,LAMINADO 220MM PP BLANCO (COD.RTRM 06874)
40601,CPS0019,CONSUMO DE LAMINADO
40602,40599,LAMINADO 220MM PP BLANCO (COD.RTRM 06874)
40602,CPS0019,CONSUMO DE LAMINADO
40619,CPS0019,CONSUMO DE LAMINADO
40619,732,LAMINADO 111MM BOPP BCO OPACO 60M/AF1000/GL52M
40636,39219,LAMINADO 265MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
40636,CPS0019,CONSUMO DE LAMINADO
40640,38978,LAMINADO 333MM PP TRANSPARENTE 50TC S0208 BG62B
40640,CPS0019,CONSUMO DE LAMINADO
40643,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40643,CPS0019,CONSUMO DE LAMINADO
40644,18387,LAMINADO 111MM PAPEL BLANCO S.BRILLO AF1000
40644,CPS0019,CONSUMO DE LAMINADO
40688,36122,LAMINADO 160MM PAPEL TERMICO PREMIUM TC
40688,CPS0019,CONSUMO DE LAMINADO
40696,710,LAMINADO 167 WINEGLASS (AUTOMATICO) PT220 ECO
40696,CPS0019,CONSUMO DE LAMINADO
40714,724,LAMINADO 125MM PAPEL TERMICO
40714,CPS0019,CONSUMO DE LAMINADO
40719,40463,LAMINADO 200MM PAPEL ALTO BRILLO
40719,CPS0019,CONSUMO DE LAMINADO
40730,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40730,CPS0019,CONSUMO DE LAMINADO
40763,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40763,CPS0019,CONSUMO DE LAMINADO
40765,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40765,CPS0019,CONSUMO DE LAMINADO
40766,CPS0019,CONSUMO DE LAMINADO
40766,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40767,CPS0019,CONSUMO DE LAMINADO
40767,57553,LAMINADO 110MM PAPEL SEMIBRILLO L80-PH-G60 ARP
40825,40519,LAMINADO 330MM PP BLANCO 40M (COD.RIT. 08731)
40825,40520,LAMINADO CINTA P/LAMINAR  PP TRANSP. 315MM
40825,CPS0019,CONSUMO DE LAMINADO
40837,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40837,CPS0019,CONSUMO DE LAMINADO
40838,CPS0019,CONSUMO DE LAMINADO
40838,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40840,39219,LAMINADO 265MM PAPEL BCO S.BRILLO 80G/ADC240/GL52M
40840,CPS0019,CONSUMO DE LAMINADO
40842,39805,LAMINADO 230MM PAPEL SEMIBRILLO  80 GR 6770 AP904 RI
40842,CPS0019,CONSUMO DE LAMINADO
40844,39885,LAMINADO 265MM BOPP BLANCO CORONA 60M/ADC 210/GL 52M
40844,CPS0019,CONSUMO DE LAMINADO
40853,711,LAMINADO 160MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40853,CPS0019,CONSUMO DE LAMINADO
40874,42282,LAMINADO 110MM PAPEL TRANSFER  AT20 F13600
40874,CPS0019,CONSUMO DE LAMINADO
40877,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
40877,CPS0019,CONSUMO DE LAMINADO
40878,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
40878,CPS0019,CONSUMO DE LAMINADO
40879,39651,LAMINADO 200MM PAPEL SEMIBRILLO cod. 6770 RI
40879,CPS0019,CONSUMO DE LAMINADO
40882,39799,LAMINADO 157MM PP PERLADO SAMSON
40882,CPS0019,CONSUMO DE LAMINADO
40894,709,LAMINADO 110MM PAPEL SEMIBRILLO 6770 80G AP 904 RI
40894,CPS0019,CONSUMO DE LAMINADO
40895,CPS0019,CONSUMO DE LAMINADO
