"sap","corr","descripcion","codigo_sap","cliente","categoria","venta","troquelado_especial","tipo_tintas","release_inhibidor","barniz","tipo_barniz","folia","sap_barniz","adhesivo","troquel_largoxancho","tipo_troquel","imag_eje","imag_desarrollo","z","paso_engranaje","sustrato_n1","n1","ancho_mts","sap_n1","sustrato_n2","ancho_n2","sap_n2","cinta_p_laminar","ancho","sap_n3_cinta_p_lam","trabajo_3ro","proveedor","sap_folia","ancho_folia","vendedor","cantidad_colores","prov_lam_1","prov_lam_2","prov_cinta","prov_folia","corte","bcm","color","anilox","bcm2","color3","anilox4","bcm5","color6","anilox7","bcm8","color9","anilox10","bcm11","aisa_maquina","aisa_final","muestra_adjunta","pantone","sist_etiq","uso","avance_x_etiqueta","avance_troquel","mts_x_rollo","et_x_rollo","rollos_x_caja","et_x_caja","n_columnas","factor_consumo","cod_caja","cod_cono","observaciones","elaborado_por","fecha_elab","n_revision","muestras_etiquetas","muestra_envases","velocidad_objetivo","actualizado_por","detalle_actualizacion","fecha_actualizacion","diametro_cono","z_cilindro_impresion","ruta_fabricacion","disponibilidad_troquel","envase_disponible","material","color12","entregada_a_pre_prensa","consideraciones_termo_hp","descrpcion","cps","cantidad_etq_en_oi","total_metros_lineales","fact_consu_mat_2","fact_consu_cinta_p_laminar","fact_consu_folia","estado_de_vb","troquel_existente_nuevo","receta_en_sap","proyecto_tp","fabricacion_samson","sap_de_troquel"
"58048","9066","ETIQ.PRIME.D 70X70 BB60 COCA COLA LBL DRM 3 INFLAMABLE SMALL AF A2 C3 1S 1000ETR V124","58048","COCA COLA CHILE","PRIME DIGITAL","UNIDADES","--","HP","--","SI","BARNIZ UV BRILLANTE UV6663 SIEGWERK SAP 45981","--","45981","FRIO","70 X 70","FLEXIBLE","4","4","94","3.175","LAMINADO 330MM PPBB60-P4-G62S","330","0.33","46192","NO APLICA","--","--","--","--","--","","","","","MARTIN WEBER","3: K; P-ORANGE 021; P-485 + BARNIZ","ARCLAD","--","--","--","CUADRADO","0.005842","1","2","AUTOMATICO","SIN INFORMACION","74.6125","298.45","75","1000","4","4000","1","0.00615553125","1","2","","MARIO FLORES","AUTOMATICO","SIN INFORMACION","74.6125","298.45","75","1000","4","4000","1","0.00615553125","718","722","","MARIO FLORES","45295","1","","","20","","","","3","94","DU + GM + RT","","","BOPP","BLANCO","OK","","","","15000","320","","","","PANTONE","EXISTENTE","OK","TP 15294","",""
"58069","9067","ETIQ.PRIME.D 55X70 SEM.F SOC. AGRÍCOLA CHALLAY ETIQ. SANDIA CHALLAY AE A3 C3 1S 2000ETR V124","58069","SOC. AGRICOLA CHALLAY","PRIME DIGITAL","UNIDADES","NO APLICA","HP","NO APLICA","SI","BARNIZ UV BRILLANTE UV6663","NO APLICA","45981","ESTANDAR","55 X 70","FLEXIBLE","4","5","97","3.175","LAMINADO 330MM PAPEL SEMIBRILLO 80 GR AP 904","330","0.33","45856","NO APLICA","--","--","NO APLICA","--","--","--","--","","","HERNAN LARA","4:C;M;Y;K","ARCLAD","--","--","--","OVALADO","","1","2","AUTOMATICO","SIN INFORMACION","61.59499999999999","307.97499999999997","185","3000","4","12000","1","0.0050815875","4","3","","THOMAS DELGADO","MANUAL","SIN INFORMACION","61.59499999999999","307.97499999999997","124","2000","4","8000","1","0.0050815875","718","722","","MARIO FLORES","45296","1","","","20","","","","3","97","DU + GM + RT","","","OPP","BLANCO","OK","","","","22000","380","","","","PANTONE","EXISTENTE","OK","TP 15319","",""
"58070","9068","ET TC 104,7 X 202 LF 97 PETG AGRONIEBLA GINGER BEER HONEY 200 ML  A2 FJ200 V12024","58070","AGRONIEBLA","PRIME TERMOCONTRAIBLE DIGITAL","UNIDADES","NO APLICA","HP","NO APLICA","NO","NO APLICA","NO APLICA","NO APLICA","NO APLICA","104,7 X 202","NO APLICA","1","3","99","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","","--","NO APLICA","--","NO APLICA","","","","","FELIPE CHACON","7: C; M; Y; K; P-124; BLCO 1; BLCO 2","HERNAN YINJINDA","--","--","--","RECTANGULAR","0.025128","1","2","MANUAL","SIN INFORMACION","104.77499999999999","314.325","NO APLICA","200 X FAJO","32 FAJOS X CAJA","","1","0.025145999999999995","1","2","LAY FLAT 97 / ENTREGA EN FAJOS / PREPICADO 12 TPI / IMPRESIÓN DIGITAL: BLANCO EN FLEXO/ IMPORTANTE: NO COLOCAR PRIMER EN LA ZONA ( BORDE) SIN IMPRESIÓN.","MARIO FLORES","MANUAL","SIN INFORMACION","104.77499999999999","314.325","NO APLICA","200 X FAJO","32 FAJOS X CAJA","6400","1","0.025145999999999995","716","NO APLICA","LAY FLAT 97 / ENTREGA EN FAJOS / IMPORTANTE: NO COLOCAR PRIMER EN LA ZONA ( BORDE) SIN IMPRESIÓN.","MARIO FLORES","45296","1","","SI","20","","","","N/A","99","FB + ABG + HCI + CORTE","","","PETG","TRANSPARENTE","OK","","","","2000","220","","","","EJ. COMERCIAL","N/A","OK","TP 15380","",""
"58073","9069","ETIQ.PRIME.EF 176X50 PPB GARDEN HOUSE  PRUNELAX JALEA 300 GR ME4158V01  AE A4 C3 1S 700ETR V124","58073","LAB. GARDEN HOUSE","EASY FLAP","UNIDADES","NO","UV","SILICONA UV 46386/ INHIB. SAP 40716","NO","--","NO APLICA","--","ESTANDAR","176 X 50","FLEXIBLE","5","2","117","3.175","LAMINADO 330MM PPDL54P1 OPTMA MATE G60","330","0.33","53511","LAMINADO 330MM PPBB60-P1-G62S","330","46148","NO APLICA","--","NO APLICA","","","","","MARTIN WEBER","8:C;M;Y;K;P-186; K (2) DISTRIBUIDOS SEGÚN ARTE","ARCLAD","ARCLAD","--","--","RECTANGULAR","0.012258675","3","4","AUTOMATICO","SIN INFORMACION","185.73749999999998","371.47499999999997","168","900","2","1800","1","0.012258675","3","4","'LAMINAR CON ESPESOR 54 MICRAS POR CARA SUPERIOR(PAG.1 y 2) Y CON ESPESOR 60 MICRAS POR CARA INFERIOR(PAG.3)EXCEDENTE DE MASCARILLA DE AMBOS COSTADOS DEBEN SER SIEMPRE DEL MISMO ANCHO / PAGINA 3 DEBE SER CON TINTA AL AGUA / PASAR POR SCANNER RT-2","MARIO FLORES","AUTOMATICO","SIN INFORMACION","185.73749999999998","371.47499999999997","131","700","5","3500","1","0.012258675","716","39379","'LAMINAR CON ESPESOR 54 MICRAS POR CARA SUPERIOR(PAG.1 y 2) Y CON ESPESOR 60 MICRAS POR CARA INFERIOR(PAG.3)EXCEDENTE DE MASCARILLA DE AMBOS COSTADOS DEBEN SER SIEMPRE DEL MISMO ANCHO / PASAR POR SCANNER RT-2","MARIO FLORES","45296","1","","","40","","","","3","117","FB + RT","","","BOPP","BLANCO","OK","","","","17500","720","","","","PANTONE","EXISTENTE","OK","TP 15310","",""
"58072","9070","ETIQ.INDUST.I 32X22 SEM GLOBAL GROWERS BOTTOM HIPPIE 1 PINTA ORG AE A3 C3 1S 15000ETR V124","58072","GLOBAL GROWERS","PRIME DIGITAL","UNIDADES","NO","HP","N/A","SI","BARNIZ UV BRILLANTE UV6663","NO APLICA","45981","ESTANDAR","32 X 22","FLEXIBLE","8","8","90","3.175","LAMINADO 330MM PAPEL SEMIBRILLO 80 GR AP 904","330","0.33","45856","NO APLICA","--","","NO APLICA","","","","","","","RODRIGO ABUTER","1:K","RITRAMA","","","","RECTANGULAR","0.982265625","4","3","AUTOMATICO","SIN INFORMACION","35.71875","285.75","540","15000","6","90000","1","0.982265625","4","3","","MARIO FLORES","AUTOMATICO","SIN INFORMACION","35.71875","285.75","540","15000","8","120000","1","0.0014733984375","43823","38995","SE IMPRIME AL ANCHO TOTAL DE LA BOBINA,  SE UTILIZA TROQUEL  A 4 SALIDAS. LOS ROLLOS SON A 1 COLUMNA.","MARIO FLORES","45299","1","","","20","","","","3","90","DU + GM + RT","","","PAPEL SEMIBRILLO","BLANCO","OK","","","","250000","850","","","","PANTONE","EXISTENTE","OK","TP 15366","",""
"57674","9071","ETIQUETA INDUSTRIAL 300 x 100 PP OPACO AF1000  3 MEDIOS CORTES AE A3 C3 1 (import)","57674","ARAUCO","INDUSTRIAL BLANCA","MILES","PREPICADO","--","N/A","NO","--","NO APLICA","--","ESTANDAR","300 X 100","FLEXIBLE","1","1","96","3.175","LAMINADO 110MM PPDL54P4 OPTIMA PP BCO MATE 57M AF1000 G60","110","0.11","44626","NO APLICA","","--","","","","","","","","MAURICIO MEDINA","0","ARCLAD","--","","--","RECTANGULAR","718","4","3","MANUAL","SIN INFORMACION","304.79999999999995","304.79999999999995","200","656","4","2624","1","33.528","4","3","SENTIDO DE SALIDA FINAL DEBE SER CON LOS MEDIOS CORTES PRIMERO.","MARIO FLORES","MANUAL","SIN INFORMACION","304.79999999999995","304.79999999999995","200","656","4","2624","1","33.528","718","708","SENTIDO DE SALIDA FINAL DEBE SER CON LOS MEDIOS CORTES PRIMERO. / SIMIL AL SAP 56675 (SOLO SERVICIO DE RE EMBALAJE)","MARIO FLORES","45299","1","","","150","","","","3","96","","","","OPP","BLANCO MATE","SETUP","","","","","","","","","","","","","",""
"57677","9072","ETIQUETA INDUSTRIAL BLANCA 70 X 100 Semibrillo (ROTOFLEX) (import)","57677","ESTANDAR","INDUSTRIAL BLANCA","MILES","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","NO APLICA","ESTANDAR","70 X 100","FLEXIBLE","3","6","138","3.175","LAMINADO 320MM PAPEL SEMIBRILLO L80-PH-G62S (EXACTO)","320","0.32","46137","NO APLICA","--","--","NO APLICA","--","--","--","--","","","HERNAN LARA","0","ARCLAD","","","","RECTANGULAR","","1","2","AUTOMATICO","SIN INFORMACION","73.02499999999999","438.15","195","2652","4","10608","1","8.03275","1","2","MP HOMOLOGA 55565","NELSON SUAZO","AUTOMATICO","SIN INFORMACION","73.02499999999999","438.15","195","2652","4","10608","1","7.789333333333333","718","708","ETIQUETA SIMIL AL SAP 579 (SERV. DE RE EMBALAJE)","MARIO FLORES","45299","1","","","150","","","","3","138","","","","PAPEL SEMIBRILLO","BLANCO","SETUP","","","","","","","","","","","","","",""
"57676","9073","ETIQUETA INDUSTRIAL BLANCA 60 X 80 SEMIBRILLO CONO 1 (COD.DOLE 2011089) (IMPORT)","57676","DOLE","INDUSTRIAL BLANCA","MILES","NO","--","N/A","NO","--","NO APLICA","--","ESTANDAR","60 X 80","FLEXIBLE","3","4","80","3.175","LAMINADO 300MM PAPEL SEMIBRILLO 80 GR AP 904( 6770 )","300","0.3","46452","NO APLICA","--","--","NO APLICA","--","NO APLICA","--","--","","","RODRIGO ABUTER","0","RITRAMA","--","--","--","RECTANGULAR","43823","1","2","MANUAL","SIN INFORMACION","63.5","254","70","1102","18","19836","1","6.3500000000000005","1","2","","DANIELA ORTIZ","MANUAL","SIN INFORMACION","63.5","254","70","1102","18","19836","1","6.3500000000000005","43823","55697","ETIQUETA SIMIL AL SAP 44401 (SERV. DE RE EMBALAJE)","MARIO FLORES","45299","1","","","150","","","","1","80","","","","PAPEL SEMIBRILLO","BLANCO","SETUP","","","","","","","","","","","","","",""
"58075","9074","ET TC 266,7 X 248 LF 120 PETG KINAST TERMO ALMARE ROSADO  A2 FJ500 V12024","58075","KINAST","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","N/A","UV","N/A","--","--","N/A","N/A","NO APLICA","266,7 x 248","N/A","1","1","84","3.175","LAMINADO FILM PETG 280MM 45 MIC","280","0.28","51557","N/A","--","--","--","--","--","","","","","MARTIN WEBER","6: BLACK; P-705; P-495; P-508; BLCO 1; BLCO 2","HERNAN YINJINDA","--","--","--","RECTANGULAR","52312","2","2","AUTOMATICO","SIN INFORMACION","266.7","266.7","1000","3800","1","3800","1","0.08801099999999999","1","2","MICROPERFORADO/LUEGO DE IMPRIMIR REDIMENSIONAR A 294 MM LAY FLAT 143/SALIDA IMPRESIÓN AISA 2/ SALIDA FK AISA 1/REBOBINADO AISA 2. COLOCAR ETIQUETA BLANCA CON CODIGO DE CLIENTE (COD EDSA 20109397) / ENTREGA A CLIENTE EN ROLLOS CON CONO DE 6"".","MARIO FLORES","MANUAL","SIN INFORMACION","266.7","266.7","N/A","200 UNID/FAJO","15 FAJOS X CAJA","3000","1","0.074676","43823","N/A","LAY FLAT 120 / ENTREGA A CLIENTE EN FAJOS / PARA V°B° IGUALARSE A LA MUESTRA.","MARIO FLORES","45300","1","","","80","--","--","--","N/A","84","FB + ABG + HCI + CORTE","","","PETG","TRANSPARENTE","SI","","","","15000","4600","","","","CLIENTE","N/A","OK","TP 15339","",""
"58076","9075","ET TC 266,7 X 248 LF 120 PETG KINAST TERMO ALMARE TINTO  A2 FJ500 V12024","58076","KINAST","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","N/A","UV","N/A","--","--","N/A","N/A","NO APLICA","266,7 x 248","N/A","1","1","84","3.175","LAMINADO FILM PETG 280MM 45 MIC","280","0.28","51557","N/A","--","--","--","--","--","","","","","MARTIN WEBER","6: BLACK; P-7637; P-7432; P-7425; BLCO 1; BLCO 2","HERNAN YINJINDA","--","--","--","RECTANGULAR","52312","2","2","AUTOMATICO","SIN INFORMACION","266.7","266.7","1000","3800","1","3800","1","0.08801099999999999","1","2","MICROPERFORADO/LUEGO DE IMPRIMIR REDIMENSIONAR A 294 MM LAY FLAT 143/SALIDA IMPRESIÓN AISA 2/ SALIDA FK AISA 1/REBOBINADO AISA 2. COLOCAR ETIQUETA BLANCA CON CODIGO DE CLIENTE (COD EDSA 20109397) / ENTREGA A CLIENTE EN ROLLOS CON CONO DE 6"".","MARIO FLORES","MANUA","SIN INFORMACION","266.7","266.7","N/A","200 UNID/FAJO","15 FAJOS X CAJA","3000","1","0.074676","43823","N/A","LAY FLAT 120 / ENTREGA A CLIENTE EN FAJOS / PARA V°B° IGUALARSE A LA MUESTRA.","MARIO FLORES","45300","1","","","80","--","--","--","N/A","84","FB + ABG + HCI + CORTE","","","PETG","TRANSPARENTE","SI","","","","15000","4600","","","","CLIENTE","N/A","OK","TP 15339","",""
"48457","9076","0 17X21 BB60 RIO BLANCO SPA ETIQUETA POMEGRANATE 4445 GTIN 07800148000107 AE A3 C1 1S 2700ETR V124","48457","RIO BLANCO","SAMSON","MILES","NO","SOLVENTE","N/A","NO","--","N/A","--","ESTANDAR","17 X 21","FLEXIBLE","7","15","90","3.175","LAMINADO 160MM PP BCO BTE ARPPBB60-P ARPLUS (SAMSON/ARP)","160","0.16","57755","NO APLICA","","","N/A","--","N/A","","","","","ALEX CORTES","3: P-7403, P-871; BLACK","ARCLAD","--","--","--","OVALADO","0.43542857142857144","4","3","SEMIAUTOMATICO","SIN INFORMACION","19.05","285.75","50","2700","32","86400","1","0.43542857142857144","4","3","APLICACIÓN CON PISTOLA SAMSON / ROLLO A 1 COLUMNA/ USAR TROQUEL SUPERIOR SINCLAIR Y TROQUEL SAMSON INFERIOR SIN MEDIO CORTE EN EL MEDIO.","MARIO FLORES","SEMIAUTOMATICO","SIN INFORMACION","19.05","285.75","50","2700","32","86400","1","0.43542857142857144","49","55704","APLICACIÓN CON PISTOLA SAMSON / ROLLO A 1 COLUMNA/ USAR TROQUEL SUPERIOR SINCLAIR Y TROQUEL SAMSON INFERIOR SIN MEDIO CORTE EN EL MEDIO. / MISMOS POLIMEROS DEL SAP 50364; SOLO CAMBIA MATERIAL.","MARIO FLORES","45300","1","","","150","","","","1","90","","","","BOPP","BLANCO","SI","","","","259200","900","","","","PANTONE","EXISTENTE","OK","S/TP","",""
"57871","8939","ETIQUETA CLAMSHELL 50 X 50 AGRICOM 1 PINTA (70.08.0064) DIS. 2019**FLEXO**","57871","AGRICOM","PRIME CLAMSHELL","UNIDADES","SI","UV","NO APLICA","SI","BRILLANTE UV 6663 CURABLE GLOSS VARNISH cod. 45981","NO APLICA","NO APLICA","ESTANDAR","50 X 50","FLEXIBLE","5","5","84","3.175","LAMINADO 330MM PAPEL SEMIBRILLO L80 -P - G60 ARP","330","0.33","57844","NO APLICA","--","--","NO APLICA","--","--","","","","","RODRIGO ABUTER","7:C;M;Y;K;P-REF. BLUE; P-280 + BARNIZ","RITRAMA","--","--","","ESPECIAL","","3","4","AUTOMATICO","CLAMSHELLS","53.339999999999996","266.7","727","11800","3","35400","1","0.0032003999999999995","3","4","","DANIELA ORTIZ","AUTOMATICO","CLAMSHELLS","53.339999999999996","266.7","734","13600","4","54400","1","0.0035204399999999997","43823","39378","SE CREA RUTA FLEXO. EXISTE RUTA DIGITAL SAP 51501.","MARIO FLORES","45240","1","","","60","--","--","--","3","","","","","PAPEL SEMIBRILLO","BLANCO","OK","","","","","","","","","SEGÚN MUESTRA","EXISTENTE","OK","S/TP","",""
"58082","9077","0 17X21 BB60 AGUA SANTA ETIQUETA PP  GENERICO GREEN TREE AE A2 C1 1S 2700ETR V124","58082","AGUA SANTA","SAMSON","MILES","NO","SOLVENTE","N/A","NO","--","N/A","--","ESTANDAR","17 X 21","FLEXIBLE","7","15","90","3.175","LAMINADO 160MM PP BCO BTE ARPPBB60-P ARPLUS (SAMSON/ARP)","160","0.16","57755","NO APLICA","","","N/A","--","N/A","","","","","ALEX CORTES","3: CYAN; P-1365; P-376","ARCLAD","--","--","--","OVALADO","0.43542857142857144","4","3","SEMIAUTOMATICO","SIN INFORMACION","19.05","285.75","50","2700","32","86400","1","0.43542857142857144","1","2","APLICACIÓN CON PISTOLA SAMSON / ROLLO A 1 COLUMNA/ USAR TROQUEL SUPERIOR SINCLAIR Y TROQUEL SAMSON INFERIOR SIN MEDIO CORTE EN EL MEDIO. / MISMOS POLIMEROS DEL SAP 50364; SOLO CAMBIA MATERIAL.","MARIO FLORES","SEMIAUTOMATICO","SIN INFORMACION","19.05","285.75","50","2700","32","86400","1","0.43542857142857144","49","55704","APLICACIÓN CON PISTOLA SAMSON / ROLLO A 1 COLUMNA/ USAR TROQUEL SUPERIOR SINCLAIR Y TROQUEL SAMSON INFERIOR SIN MEDIO CORTE EN EL MEDIO.","MARIO FLORES","45300","1","","","150","","","","1","90","","","","BOPP","BLANCO","SI","","","","259200","900","","","","PANTONE","EXISTENTE","OK","S/TP","",""
"58083","9078","ET TC 157,16 X 228 LF 110 PETG VITACOOL SABOR BERRIS EN FORMATO 473 ML  A2 C6 3000ETR V12024","58083","VITACOOL","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","NO APLICA","UV","NO APLICA","SI","CON RESERVA BARNIZ UV MATTE","NO APLICA","47662","NO APLICA","157,16 X 228","NO APLICA","1","2","99","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","","--","NO APLICA","--","NO APLICA","","","","","MARTIN WEBER","7: BLACK; P-7664; P-7652; P-213; BLCO 1; BLCO 2 +BARNIZ","HENAN YINJINDA","--","--","--","RECTANGULAR","0.037718999999999996","2","1","AUTOMATICO","SIN INFORMACION","157.1625","314.325","1000","6365","1","6365","1","0.037718999999999996","2","2","LAY FLAT 108 / ENTREGA A CLIENTE EN CONO DE 6""","MARIO FLORES","AUTOMATICO","SIN INFORMACION","157.1625","314.325","472","3000","1","3000","1","0.037718999999999996","52312","50214","LAY FLAT 110 / ENTREGA A CLIENTE EN CONO DE 6"" / CONSIDERAR BARNIZ MATE CON RESERVA","MARIO FLORES","45300","1","","SI","80","","","","6","99","FB + ABG + HCI","","","PETG","TRANSPARENTE","SI","","","","15000","2800","","","","PRINTER","N/A","OK","TP 15234","",""
"58084","9079","ET TC 157,16 X 228 LF 110 PETG VITACOOL SABOR PIÑA EN FORMATO 473 ML  A2 C6 3000ETR V12024","58084","VITACOOL","PRIME TERMOCONTRAIBLE FLEXO","UNIDADES","NO APLICA","UV","NO APLICA","SI","CON RESERVA BARNIZ UV MATTE","NO APLICA","47662","NO APLICA","157,16 X 228","NO APLICA","1","2","99","3.175","LAMINADO FILM PETG 240MM 45 MIC","240","0.24","50359","NO APLICA","","--","NO APLICA","--","NO APLICA","","","","","MARTIN WEBER","7: BLACK; P-358; P-127; P-327; BLCO 1; BLCO 2 +BARNIZ","HENAN YINJINDA","--","--","--","RECTANGULAR","0.037718999999999996","2","1","AUTOMATICO","SIN INFORMACION","157.1625","314.325","1000","6365","1","6365","1","0.037718999999999996","2","2","LAY FLAT 108 / ENTREGA A CLIENTE EN CONO DE 6""","MARIO FLORES","AUTOMATICO","SIN INFORMACION","157.1625","314.325","472","3000","1","3000","1","0.037718999999999996","52312","50214","LAY FLAT 110 / ENTREGA A CLIENTE EN CONO DE 6"" / CONSIDERAR BARNIZ MATE CON RESERVA","MARIO FLORES","45300","1","","SI","80","","","","6","99","FB + ABG + HCI","","","PETG","TRANSPARENTE","SI","","","","15000","2800","","","","PRINTER","N/A","OK","TP 15234","",""
"58077","9080","ETIQ.PRIME.C 60X60 BB60 FRUTOS LA AGUADA 11 OZ ORGANICO WO A3 C3 1S 8000ETR V124","58077","FRUTOS LA AGUADA","PRIME CLAMSHELL","UNIDADES","SI","UV","--","SI","BRILLANTE UV 6663 CURABLE GLOSS VARNISH cod. 45981","NO APLICA","45981","ESTANDAR","60 X 60","FLEXIBLE","5","6","117","3.175","LAMINADO 330MM PP BLANCO SR3010/PET23 EASY MOVE CLEAN FAKE","330","0.33","50928","NO APLICA","--","--","NO APLICA","--","--","","","","","RODRIGO ABUTER","8: C; M; Y; K; P-7739; P-348; P-268+BARNIZ BTE","AVERY","--","--","--","ESPECIAL","0.004086225","3","4","AUTOMATICO","CLAMSHELLS","61.912499999999994","371.47499999999997","496","8000","3","24000","1","0.0041233725","4","3","IMPRESIÓN DE TACA ENTRE ETIQUETAS (ANCHO 5 mm)","MARIO FLORES","AUTOMATICO","CLAMSHELLS","61.912499999999994","371.47499999999997","496","8000","3","24000","1","0.004086225","43823","39379","","MARIO FLORES","45301","1","","","60","","","","3","117","FB + RT","","","OPP TRANSP","BLANCO","SI","","","","440000","6000","","","","PANTONE","EXISTENTE","OK","TP 15311","",""
"58086","9081","ETIQ.PRIME.C 60X60 BB60 FRUTOS LA AGUADA 11 OZ CONVENCIONAL WO A3 C3 1S 8000ETR V124","58086","FRUTOS LA AGUADA","PRIME CLAMSHELL","UNIDADES","SI","UV","--","SI","BRILLANTE UV 6663 CURABLE GLOSS VARNISH cod. 45981","NO APLICA","45981","ESTANDAR","60 X 60","FLEXIBLE","5","6","117","3.175","LAMINADO 330MM PP BLANCO SR3010/PET23 EASY MOVE CLEAN FAKE","330","0.33","50928","NO APLICA","--","--","NO APLICA","--","--","","","","","RODRIGO ABUTER","8: C; M; Y; K; P-7739; P-367; P-268+BARNIZ BTE","AVERY","--","--","--","ESPECIAL","0.0041233725","4","3","AUTOMATICO","CLAMSHELLS","61.912499999999994","371.47499999999997","496","8000","3","24000","1","0.004086225","4","3","","MARIO FLORES","AUTOMATICO","CLAMSHELLS","61.912499999999994","371.47499999999997","496","8000","3","24000","1","0.004086225","43823","39379","","MARIO FLORES","45301","1","","","60","","","","3","117","FB + RT","","","OPP TRANSP","BLANCO","SI","","","","500000","6800","","","","PANTONE","EXISTENTE","OK","TP 15311","",""
"58087","9082","ETIQ.PRIME.C 60X60 BB60 FRUTOS LA AGUADA 18 OZ CONVENCIONAL WO A3 C3 1S 8000ETR V124","58087","FRUTOS LA AGUADA","PRIME CLAMSHELL","UNIDADES","SI","UV","--","SI","BRILLANTE UV 6663 CURABLE GLOSS VARNISH cod. 45981","NO APLICA","45981","ESTANDAR","60 X 60","FLEXIBLE","5","6","117","3.175","LAMINADO 330MM PP BLANCO SR3010/PET23 EASY MOVE CLEAN FAKE","330","0.33","50928","NO APLICA","--","--","NO APLICA","--","--","","","","","RODRIGO ABUTER","8: C; M; Y; K; P-7739; P-367; P-268+BARNIZ BTE","AVERY","--","--","--","ESPECIAL","0.0041233725","4","3","AUTOMATICO","CLAMSHELLS","61.912499999999994","371.47499999999997","496","8000","3","24000","1","0.004086225","4","3","","MARIO FLORES","AUTOMATICO","CLAMSHELLS","61.912499999999994","371.47499999999997","496","8000","3","24000","1","0.004086225","43823","39379","","MARIO FLORES","45301","1","","","60","","","","3","117","FB + RT","","","OPP TRANSP","BLANCO","SI","","","","300000","4100","","","","PANTONE","EXISTENTE","OK","TP 15311","",""
"58085","9083","ETIQ.PRIME.C 65X65 SEM FRUTOS LA AGUADA ZURGOUP 18 OZ ORG AE A3 C3 1S 8000ETR V124","58085","ZURGROUP","PRIME CLAMSHELL","UNIDADES","SI","UV","N/A","SI","BRILLANTE UV 6663 CURABLE GLOSS VARNISH","N/A","45981","ESTANDAR","65 X 65","FLEXIBLE","4","5","111","3.175","LAMINADO 330MM PAPEL SEMIBRILLO L80 -P - G60 ARP","330","0.33","57844","NO APLICA","","--","NO APLICA","--","N/A","","","","","RODRIGO ABUTER","7: C; M; Y; K; P-377; P-377 REV. + BARNIZ BTE","ARCLAD","--","--","--","ESPECIAL","43823","3","4","AUTOMATICO","CLAMSHELLS","70.48499999999999","352.42499999999995","423","6000","3","18000","1","0.0052863749999999985","4","3","IMPRESIÓN POR EL REVERSO","MARIO FLORES","AUTOMATICO","CLAMSHELLS","70.48499999999999","352.42499999999995","564","8000","3","24000","1","0.005815012499999999","43823","39379","IMPRESIÓN POR EL ADHESIVO","MARIO FLORES","45301","1","","","60","--","--","--","3","111","FB + RT","","","PAPEL SEMIBRILLO","BLANCO","SI","","","","580000","11000","","","","SEGÚN MUESTRA","EXISTENTE","OK","TP 15340","",""
"58092","9084","ETIQ.PRIME 160X80 SEM LECAROS COX CABEZAL CIRUELA AE A4 C3 1S ETR V124","58092","LECAROS COX","PRIME","UNIDADES","NO","UV","N/A","SI","BARNIZ BRILLANTE CON RESERVA","NO APLICA","","ESTANDAR","160 X 80","FLEXIBLE","3","2","105","3.175","LAMINADO 300MM PAPEL SEMIBRILLO L80 -P - G60 ARP","300","0.3","57872","NO APLICA","--","--","--","--","--","--","--","","","ANDRES JIMENEZ","7: C; M; Y; K; P-2597; P-871+ BZ CON RESERVA","ARCLAD","--","--","--","RECTANGULAR","43823","3","4","MANUAL","SIN INFORMACION","166.6875","333.375","83.3","500","4","2000","1","0.01778","3","4","BARNIZ EN FB; TROQUELADO EN GM; BARNIZ BASE AGUA","CARLOS GRANDON","AUTOMATICO","SIN INFORMACION","166.6875","333.375","400","2400","2","4800","1","0.01666875","716","701 (2)","ETIQUETA CON RESERVA DE BARNIZ","MARIO FLORES","45301","1","","","150","--","--","--","3","105","FB + RT","","","PAPEL SEMIBRILLO","BLANCO","SI","","","","60000","3800","","","","PRINTER","EXISTENTE","OK","TP 15385","",""
